26	1440	6	26	Consumers may decide not to use banks to complete their financial transactions, which could result in a loss of income to M I.
14	1447	19	29	Our business and operations would suffer in the event of system failures.
26	1468	30	14	We may incur impairments of the carrying value of our goodwill and other intangible assets that have indefinite useful lives.
5	1475	6	17	We operate in a highly regulated environment, and we may be adversely affected by changes in laws and regulations.
20	1476	20	10	We may not be able to compete successfully with other restaurants, which could adversely affect our results of operations.
26	1486	8	12	The Bank s ability to pay dividends is subject to regulatory limitations which, to the extent we require such dividends in the future, may affect our ability to pay its obligations and pay dividends.
14	1491	14	26	Our operations could be interrupted if our network or computer systems fail or experience a security breach.
20	1493	8	21	Offering to sell system-level products that compete with the products manufactured by our customers could negatively affect our business.
26	1493	14	23	If we do not successfully implement our enterprise resource planning application (ERP), we may experience future weakness in our internal controls and financial reporting system and may suffer a disruption in our business.
15	1493	15	0	We may be unable to attract and retain management or key personnel we need to succeed.
20	1494	16	21	WE MAY BE UNABLE TO COMPETE SUCCESSFULLY BECAUSE OF INTENSE COMPETITION AND RAPID TECHNOLOGICAL CHANGE IN OUR INDUSTRY.
12	1494	17	2	AN ADVERSE OUTCOME IN ANY LITIGATION WE ARE CURRENTLY INVOLVED IN COULD AFFECT OUR FINANCIAL CONDITION.
11	1507	6	2	Our expanded offering of proprietary branded products may not improve our financial performance and may expose us to product liability claims.
15	1520	24	0	We may not be able to attract and retain key personnel.
4	1550	3	28	If the Company is unable to identify and acquire other financial institutions and successfully integrate its acquired businesses, its business and earnings may be negatively affected.
13	1550	9	21	The business of the Company is dependent on technology and the Company s inability to invest in technological improvements may adversely affect its results of operations and financial condition.
26	1565	7	14	We enter into fixed-price contracts which could subject us to losses in the event that we have cost overruns.
15	1573	13	0	If we fail to retain and attract highly skilled managerial and technical personnel, we may fail to remain competitive.
23	1573	15	11	Future sales of shares of our common stock in the public market may negatively affect our stock price.
5	1574	2	18	If state dealer laws are repealed or weakened, our dealerships will be more susceptible to termination, nonrenewal or renegotiation of their dealership agreements.
5	1574	10	17	Our dealerships are subject to federal, state and local environmental regulations that may result in claims and liabilities, which could be material.
10	1582	15	1	If we are involved in intellectual property claims and litigation, the proceedings may divert our resources and subject us to significant liability for damages, substantial litigation expense and the loss of our proprietary rights.
23	1592	19	11	Future sales of common stock could adversely affect our stock price.
20	1602	3	10	If we are unable to compete effectively, we will fail to generate sufficient revenue to maintain our business.
17	1602	15	22	If our suppliers, including our single-source suppliers, fail to supply us with the components that we need to manufacture our products on a timely basis, we could experience production delays, cost increases and lost sales.
12	1608	10	2	We are a defendant in a variety of litigation and other actions from time to time, which may have a material adverse effect on our business, financial condition and results of operations.
20	1617	1	21	The markets for our products are extremely competitive and subject to rapid technological change. If we fail to compete effectively, our business may suffer.
20	1623	26	21	If we fail to compete effectively against other pharmaceutical companies, our business will suffer.
5	1633	9	10	Our business may be adversely affected by the highly regulated environment in which we operate.
15	1648	26	0	If we cannot attract and retain qualified management and scientific personnel on acceptable terms, the development of our drug candidates and our financial position may suffer.
4	1656	15	28	If we acquire companies, products, or technologies, we may face risks associated with those acquisitions.
10	1658	11	1	Our success depends upon our ability to protect our intellectual property rights.
5	1672	14	22	The Medicare Prescription Drug, Improvement and Modernization Act of 2003 made changes to the Medicare program that will materially impact our operations and could reduce our profitability and increase competition for existing and prospective members.
12	1672	29	17	Increased litigation and negative publicity could increase our cost of doing business.
4	1683	21	3	We have adopted certain measures that may have anti-takeover effects which may make an acquisition of our company by another company more difficult.
23	1692	51	11	There may not be an active, liquid trading market for our common stock.
26	1706	5	26	The health benefits industry is subject to negative publicity, which can adversely affect our business and profitability.
8	1727	7	7	Our business in the past has been adversely affected by national and local economic conditions
17	1732	11	22	Our dependence on key suppliers puts us at risk of interruptions in the availability of our products, which could reduce our net sales and adversely affect our results of operations. In addition, increases in prices for raw materials and components used in our products could adversely affect our results of operations.
5	1742	15	22	Our San Cristobal project may be adversely affected by changes in the Bolivian Government s policies toward the mining industry.
4	1744	58	28	Acquisitions could result in operating difficulties, dilution and other harmful consequences.
26	1760	0	22	Our dependence upon fixed-price contracts could adversely affect our operating results.
5	1762	10	17	Environmental compliance could require significant expenditures and failure to so comply could result in fines or revocation of licenses or permits, any of which could materially and adversely affect our financial condition or results of operations.
12	1776	16	2	We are involved in a number of legal proceedings, each of which could have a material adverse affect on our business. We cannot predict the outcome of litigation and other contingencies with certainty.
26	1777	18	26	Uncertainty in the marketplace regarding the use of Internet users personal information, or proposed legislation limiting such use, could reduce demand for our services and result in increased expenses.
26	1778	31	23	We have identified numerous material weaknesses in our internal control over financial reporting and determined that our disclosure controls and procedures are not effective, which could adversely impact our ability to report our results of operations and financial condition accurately and in a timely manner.
4	1781	40	28	We May Engage in Future Acquisitions that Dilute the Ownership Interests of Our Stockholders, Cause Us to Incur Debt and Assume Contingent Liabilities.
26	1786	0	22	We are Substantially Dependent on Sales of Our Two Principal Products.
26	1837	3	20	The terms of our credit facilities contain covenants that limit our flexibility and prevent us from taking certain actions.
15	1837	15	0	Our future success depends on our ability to continue to retain and attract qualified employees.
5	1838	11	17	Compliance with environmental regulations may result in significant costs and the Company s failure to comply with environmental regulations may result in civil as well as criminal penalties, liability for damages and negative publicity.
5	1844	7	17	We may incur significant costs for environmental compliance and/or to address liabilities under environmental laws and regulations.
4	1845	28	11	Following the completion of the pending acquisition, we will be dependent on Jean Coutu Group for certain transitional services pursuant to a transition services agreement. The failure of Jean Coutu Group to perform its obligations under the transition services agreement could adversely affect our business, financial condition or results of operations.
7	1850	13	6	Our officers , directors and advisor s interests in obtaining reimbursement for any out-of-pocket expenses incurred by them may lead to a conflict of interest in determining whether a particular target business is appropriate for a business combination and in the public shareholders best interest.
26	1862	0	27	Adverse events concerning TCI s existing tenants or negative market conditions affecting TCI s existing tenants could have an adverse impact on TCI s ability to attract new tenants, release space, collect rent or renew leases, and thus could adversely affect cash flow from operations and inhibit growth.
20	1864	1	10	Intense competition in the markets in which U.S. Cellular operates could adversely affect U.S. Cellular s revenues or increase its costs to compete.
5	1869	8	17	We could be subject to significant costs related to environmental contamination from past operations, and environmental contamination caused by ongoing operations could subject us to substantial liabilities in the future.
25	1884	2	29	If we are unable to effectively expand the distribution channels for our component products, our operating results may suffer.
10	1884	14	1	Our business may be impaired by claims that we, or our customers, infringe intellectual property rights of others.
10	1884	15	1	There are limitations on our ability to protect our intellectual property.
17	1901	3	22	If we are unable to obtain a seafood supply in sufficient quality and quantity to support our operations, our results of operations could be materially adversely affected.
20	1938	7	10	The salvage vehicle sales industry is highly competitive and we may not be able to compete successfully.
5	1942	27	2	We may be subject to environmental related liabilities due to our use of hazardous materials and solvents.
26	1947	43	18	The sale or exchange of 50% or more of our capital and profits interests within a twelve-month period will result in the termination of our partnership for federal income tax purposes.
5	1957	8	17	Compliance with environmental and other government regulations could adversely affect our business.
4	1964	7	28	Our failure to expand our management systems and controls to support anticipated growth or integrate acquisitions could seriously harm our operating results and business.
5	1967	4	17	The expenses we incur to comply with environmental regulations, including costs associated with potential environmental remediation, may prove to be significant and could have a material adverse affect on our results of operations and financial condition.
23	1967	17	11	The price of our Common Stock may be highly volatile, which could result in significant price declines.
22	1981	12	21	If consumer demand for mobile consumer electronic devices declines, our revenues will decrease.
9	1981	13	4	Substantially all of our manufacturing suppliers, customers and operations are located in Asia, which subjects us to additional risks, including regional economic influences, logistical complexity, political instability and natural disasters including earthquakes.
8	1988	3	7	The Company s Profitability Depends Significantly on Economic Conditions in Central New York
1	1993	4	16	If we experience greater loan losses than anticipated, it will have an adverse effect on our net income.
5	2001	11	18	The costs of complying with laws and regulations could adversely affect our cash flow and ability to make distributions to our shareholders.
21	2004	15	5	The sales cycle for our software products is unpredictable, making it difficult to forecast operating results for any given period.
10	2011	6	1	We are substantially dependent on patent and proprietary rights and could incur significant costs defending and protecting those rights or face restrictions or additional costs in connection with the sale of our products.
26	2021	6	13	Certain of our leases in the Powder River Basin are in areas that may have been partially depleted or drained by offset wells.
15	2028	14	9	THE LOSS OF ANY MEMBER OF OUR SENIOR MANAGEMENT TEAM, PARTICULARLY OUR CHAIRMAN AND CHIEF EXECUTIVE OFFICER, J. HYATT BROWN, COULD ADVERSELY AFFECT OUR FINANCIAL CONDITION AND FUTURE OPERATING RESULTS.
26	2032	17	15	The failure of properties to generate sufficient taxes to amortize economic development bonds owned by us that relate to the development of such properties would have an adverse impact on our cash flows and profitability.
26	2052	20	23	Our failure to maintain effective internal control over financial reporting may not allow us to accurately report our financial results, which could cause our financial statements to become materially misleading and adversely affect the trading price of our common shares.
5	2056	20	19	Changes in the legal and regulatory environment in the countries in which we operate could increase our costs or reduce our net operating revenues.
26	2062	7	12	If we fail to satisfy our contractual obligations, our ability to compete for future contracts and our financial condition may be adversely affected.
5	2073	24	18	The Current Treatment of Long Term Capital Gains Under Current U.S. Federal Income Tax Law May Be Adversely Affected, Changed or Repealed in the Future.
5	2082	22	17	Some of our pharmaceutical systems contain controlled substances, the making, use, sale, importation and distribution of which are subject to regulation by state, federal and foreign law enforcement and other regulatory agencies
26	2083	4	27	Duke Energy s sales may decrease if Duke Energy is unable to gain adequate, reliable and affordable access to transmission assets.
15	2094	13	0	Our growth could be hindered unless we are able to recruit and retain qualified employees.
5	2096	17	17	The revenues generated by our tenants could be negatively affected by various federal, state and local laws to which they are subject.
4	2110	7	28	Risks associated with our strategic acquisitions and joint ventures could adversely affect our business.
5	2120	8	14	A negative audit or other actions by the U.S. Government could adversely affect our future operating performance.
7	2144	24	6	We can issue shares of preferred stock without shareholder approval, which could adversely affect the rights of common shareholders.
20	2159	2	8	We face new competitive threats as a result of consolidation in our industry following Amscan Holdings, Inc. s acquisitions of Party City Corporation and Party America.
8	2181	9	7	The Company s performance is impacted, in part, on economic and other factors affecting consumer spending that are out of the Company s control.
15	2206	12	0	If we are unable to continue to attract and retain qualified senior management, sales and technical personnel and call center agents our operations could be adversely affected.
3	2220	0	13	We do not have sufficient capital resources to fully develop and commercialize our products in development and will require additional financing to do so.
26	2220	1	24	Our inability to enter into strategic alliances that allow us to successfully develop, manufacture, commercialize and market our products in development will have a material adverse effect on our future business, financial condition and results of operations.
